question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
792,sociolog,"recogn,wide,let,pick,invest,travel,year,energi,colleg,member,current,decad,adult,finish,base,stand,cell,audienc,yard,polic,class","western,risk,health,common,manag,messag,hard,factor,howev,near,oil,gun,plant,close,well,process,condit,child","figur,state,anyon,larg,determin,wall,level,report,perform,foreign,sister,whose,blue,develop","comput,want,let,daughter,commun,think,relat,offici,fli,high,kid,institut,tri,rise,bodi,color,catch","take,add,brother,civil,develop,total,train,yard","war,build,dinner,road,key,exactli,small,sure,last","ahead,enjoy,offer,process,coupl,figur","custom,hand,weight,western,five,rich,fight,away,top,grow,along",
793,educ,"account,support,leg,middl,produc,current,measur,student,loss,televis,u,yard,pa","surfac,economi,may,amount,thing,magazin,daughter,central,offer,score,ok,fire,sister,admit,time,note","almost,realli,sport,noth,fact,certainli,coupl,compani,worker,car,close,whatev,class","poor,poor,valu,movement,govern,cultur,republican,consid,war,thousand,mr,worker,four,energi,beauti,near","none,simpli,bar,cover,score,reflect,opportun,door,entir","bar,north,must,compar","though,fast,like,move,tend,seat,inform,exist,green,certain,commun,togeth,either","mani,variou,sound,expert,dark,order,situat,new,church,hous","charact,sea,film,prevent,produc,feel,order,window,compar,third,throughout,record"
794,"space,explor","area,place,fear,surfac","book,level,issu,million,posit,enough,action,american","pa,west,foreign,husband,consid,past","total,degre,would,maintain,less,put,suggest","book,yeah,case,realli,medic,soldier,hospit,long,tell,rise,natur,part,cours,cut,final,stock,answer,anim,game,fund","space,posit,everi,station,write,green,secur,quickli,suffer","door,hold,sing,rate,feel,turn",,
795,entrepreneurship,"rememb,skin,loss,program,fact,whole,alreadi,care,grow,threat,attorney","activ,approach,toward,think,thousand,glass,differ,note,mind,seri","exist,human,seri,practic,babi","lot,compar,side,citizen,peopl,comput,statement,govern,medic,recogn,situat,theori,drug,agenc,surfac,accept,sinc,sourc,western,third,win,author","laugh,share,cours,possibl,mother,red,protect,protect,design","none,sit,issu,whatev,speech,network","tax,especi,woman,govern,part,laugh,agent,safe,view,case,build,analysi,hot,order,point,fall,democrat,per,edg,letter,owner,enough,citi,figur,item,staff","part,detail,answer,militari,head,daughter,commun,adult,contain,effect,candid,presid,treat,also,everybodi,whatev,wish,sinc,along","difficult,soon,histori,happen,expert,partner,hold,tabl,less,whether,guy,edg,scienc,realli,sinc"
796,"climat,chang","girl,prove,listen,case,feder,howev,morn","central,chang,side,staff,former,strategi,respons,threat,help,manag,cell,pull,believ,program,western,first,wish,thank,game,action,sinc,child,occur,night,thousand,stay,feel,less,foreign","cultur,finish,still,rememb","clearli,late,author,treatment,entir,cultur,person,like,radio,car,cultur,care,pull,cut,color,focu,role","shake,machin,want,question,center,find",,,,
797,"climat,chang","cell,yard,piec,institut,confer","institut,price,fire,inform,increas,easi,abil,ok,factor,whether,step,minut,radio","sell,daughter,even,heart,machin,often,rule,statement,morn","suffer,although,build,finish,store,white","appli,spring,econom,camera,parti,feel,thu,life,earli,project,vote,fine,small,anyth,feder,spend,onto,decad,relationship,group,law,live","shake,drop,employe,produc","stuff,face,main,marriag,peac,much,focu,wonder,experi,train,instead,surfac,health,news,share,gun,hotel","term,move,leg,outsid,custom,smile,carri,point",
798,robot,"relat,board,small,mr","tree,seek,student,manag,section,final,valu,commerci,like,claim,style,must","might,might,clearli,rest,day,includ,economi,noth,sound,common,fast,tree,tri,audienc,assum","year,crime,build,deal,realiti,car,good,phone,foreign,govern,sit,feel,stand,much,continu,subject,suffer,receiv,per,ga,perform","threat,product,simpl,fli,friend,camera,front,medium,develop,dream,mother,alreadi,troubl,turn,great,man,step,bad,contain,front,thousand",,,,
799,"health,fit","talk,mission,option,appear,toward,card,low,instead,foreign,stock,base,interest,take,studi,foot,sit,execut,republican","even,tree,yet,four,big,card,around,happen,interview,onto,guy,site,lawyer,walk","attent,state,project,indic,condit,maintain,polici,risk,mind","despit,democrat,matter,forward,per,high,posit,eat,cover,name,lose,offic,hair,short,environment,variou,speak,put,valu,though",,,,,
800,"web,develop","even,color,citizen,free,build,develop,thing,tough,machin,staff,ground,bodi,eat,societi,babi",garden,"confer,budget,trade,song,new,prove,hous,talk,indic,trip,none","appli,month,role,manag,republican,station,return,tv","knowledg,behind,certainli,day,although,book,woman,worri,elect,front,recent,import,store,outsid,effect,wear,decis,season,health,center,yard,beyond,discov,bring,guy,line",,,,
801,psycholog,"live,husband,discov,present,tell,must,institut","sometim,without,firm,avoid,enjoy,admit,clearli,necessari,qualiti,measur,year,would,figur,goal,protect,court","respons,deal,big,piec,process,train,author,put,director,adult,throw,capit,month,chair,clearli","matter,sort,write,wife,human,film,easi,notic,later,trip,knowledg,feel","avoid,polit,wish,choic,pressur,hard,seek,human,offici,kind,exist,blue,charg,ahead",,,,
802,"person,financ","hope,land,beyond,firm,six,comput,sever,compar,care","whether,station,eat,high,man,make,happen,type,variou","mouth,morn,direct,onto,messag,group,lay,final",,,,,,
803,histori,"speech,view,mr,enter,hotel,like,beat,man,save,similar,gener,foot,chair","hand,make,expert,phone,signific,author,abil,exampl,attent,poor,peopl,today,sound,attent,degre,deal,garden,power,commerci,consum,tri","discuss,natur,degre,particularli,collect,film,five,though","form,simpli,sens,big","shoulder,buy,lead,understand,white,former,recent,star,card,tough,avail,seem,noth,compani","worri,one,third,wall","tax,structur,next,popular,garden,although,let,minut,view,though,decis,admit,quit,attack,nice,nice",,
804,"environment,scienc","account,present,billion,along,offici,person,six,theori","popular,find,today,noth,drive","discuss,agent,repres,behind,stori,manag,medic,run,data,commerci,doctor,walk","appear,seem,answer,environ,late,quit,choos,adult,languag,school,medium,main,charg,break,develop,respond,eight,campaign,floor,clearli,compani,summer,reflect,realiti","anim,interest,month,old,hot,true,popul,develop,pm,tradit,left,minut,nearli,risk,contain,treat,explain,religi,think,adult,candid,languag,tell,thu","treatment,resourc,child,kind,identifi,tradit,creat,congress,exactli,collect,son,comput,mention,water,still,data,mind,anyon,write,recogn,reach,common,sourc","purpos,wife,mission,poor,train,centuri,indic,establish,suffer,presid,first,singl,expect,go,forget,late,number,difficult,read,mother","stop,food,easi,minut,serv,place,common,option,admit,leg,music,team,talk,catch,inde,person,show,theori,tradit,size,reflect,name,town",
805,educ,"father,environment,six,develop,land,cover,answer,name,law,spend,respons,signific,mean,forc,guy,free,benefit","democrat,figur,address,back,cours,republican,futur,buy","increas,agreement","blue,dinner,girl,loss,son,war,oper,similar","start,presid,throughout,poor,floor,inde,fear,cut,languag,catch,simpl,condit,key,wall,direct,report,comput,far,world,health","relationship,win,quit,offic,stuff,religi,offic,black,state,activ,even,medium,protect,garden,share","defens,old,hit,employe,later,dog,take,man,rule,skill,fish,peopl,mother,other,natur,stuff,mr",,
806,"career,develop","understand,famili,suffer,receiv,even,thought,product,board,profession","forward,money,word,method,send,countri,teacher,materi,radio,rate,rest,water,pretti,stori,budget,bring,price,rule,exactli,employe,number","presid,memori,relat,action,region,hospit,product,arm,issu,sister,civil,owner,play,yard,spend,matter,still,unit,rest,staff,major,across,two,address,total","instead,form,machin,popul,child,true,watch,write,season,news,car,prepar,former,surfac,wife,system,energi,voic,fund,soon,list,key",,,,,
807,"machin,learn","easi,walk,success,cours","later,system,major,senior,truth,upon,half,section,current,modern,blood,pick","custom,natur,often,black,finish,worri,west,might,rule,number,forc,feder,present,radio,deep,tax,determin,foot,alway,news",,,,,,
808,"climat,chang","red,candid,art,heavi,clearli,name,three,wear,time,west,cours","believ,practic,class,hundr,gener,type,reflect,art,none,break,languag,properti,partner,central,admit,enough","writer,yet,shake,strong,attack,leader,troubl,buy,enough,modern,father","modern,theori,director,begin,experi,wait,interest,ever,safe,area",,,,,
809,cybersecur,"live,natur,item,lead,ga,number,new,action,fli,partner,sever,join,doctor","necessari,agre,claim,lawyer,ever","would,car,good,suffer,interest,near,listen,even,pressur,plan","leg,black,bodi,instead,seek,suffer,make,sound,prepar,travel,reduc,environ,fast,kitchen,ok,career,hair,scienc,fill","fine,doctor,weight,certainli,indic","support,beat,money,job,perhap,marriag,sport,easi,soon,manag,none,thought,stay,toward,someth,form,price,someon,prove,simpl,babi,rate,becom","identifi,career,north,man,poor,time,scene,sure,democrat,singl","rang,want,guy,civil,project,serv,import,letter,direct,professor,cold,speak,candid,none,interest,effect,foot,much,nearli,pick,central","southern,rock,art,first,final,american,rememb"
810,"quantum,comput","know,kitchen,challeng,signific,result,oper,word,cold,compar,senior,notic,run,kind,young,differ,old,build","hospit,year,build,goal,organ,section,leav,loss,fact,pretti,local,toward,make","societi,resourc,memori,hair,rise,decis,time,identifi,book,truth,life,cell,buy,countri,develop,claim,nice,around","mean,tv,region,forward","eye,develop,expect,board,evid,comput,onto,sound,middl,hundr,left","line,clearli,howev,account,indic,stage,network,front,three,admit,magazin,colleg,certain,sort,green,may,includ,although","someon,short,red,entir,north,signific,exist,offic,republican,yard,also,social,democrat,sell,scientist,middl",,
811,"career,develop","signific,morn,project,militari,campaign,ago,thing,upon,candid,standard,natur,get","month,cultur,south,design,wide,environment,heart,decis,job,end,throughout,skill,method","water,attack,variou,skin,choic,next,certainli,real,score,insid,quit,game,sure","mother,lawyer,type,want,consid,detail,certainli,tough,great,top,act,militari,chanc,skill,relationship,fall","whatev,offer,movement,guy,still,gener,close,congress,admit","event,enter,reveal,skin,arriv,lawyer,son,past,work,process,best,rest,reduc,quit,differ,certain,discuss,plant,site","none,star,economi,certainli,risk,els,rais,rang,score,agenc","bank,standard,program,senior,group,trip,around,air,sort,staff,front,whose,health,ahead",
812,"web,develop","indic,bill,campaign,time,man,possibl,everyon","skill,materi,differ,mani,dog,point,home","long,sometim,variou,prove,look,kid,word,scientist,risk,polit,help,piec,win,thousand","someon,red,hospit,debat,amount","central,mother,grow,gun,class,singl,measur,like,employe,stand,experi,nice,occur,differ,centuri,blue,list,garden,servic,reduc,half","quickli,countri,area,respond,hour,employe,listen,situat,truth,leader,despit,offic","later,democrat,democrat,car,institut,lose",,
813,"person,financ","choos,common,garden","born,night,begin,mouth,mention,group","bed,card,enough,activ,add,close,even,right,gener,thousand,begin,wonder,clear,station,gener,cultur,paint,oper,beat",,,,,,
814,"space,explor","listen,scienc,difficult,yard","impact,mr,dark,inde,wall,entir,increas,alway,discuss,person,support,place","pay,offic,north,mention,final,somebodi,decid,opportun,prevent,soldier","give,water,right,especi","research,want,news,rest,bill,public,seat,seek,cultur,littl,view,certain,total,minut,govern,hear,speech,watch,fear,game,impact,sure,oil,coach","elect,concern,hotel,learn,movement,light,effect,argu,door,tend","pull,film,sure,cultur","wind,show,boy,natur,anyth,huge,arriv,visit,send,threat,thousand,provid,u,level,start,board,agre,billion,pm,worker",
815,"digit,market","lose,newspap,safe,ye,scene,record,develop,join,tell,oil","choos,fli,cover,ask,relat,televis","yet,challeng,million,valu,walk,although,seri,pull,though,carri,administr,upon,unit,natur,materi,appli,televis","polit,full,poor,former,blood,later,tough,hit,theori",,,,,
816,"machin,learn","final,hour,kind,sure,none,watch,properti,race,inde,practic,wall,forward","travel,fish,fish,letter,back,howev,song,offer,forward,polici,never,treatment,paper,fight,treat,sound,lead,assum,food,sens","popular,cell,fine,argu,becom,hair,strategi,middl,price,understand,tabl,leav,collect,toward,floor","draw,evid,realli,offici,seri,worker,outsid,subject,foreign,avail,effect,shake,voic,treat,strong,qualiti,whether,moment","anyth,score,collect,firm,might,player","deal,particip,mani,tell,polit,differ,evid,pattern,room,forget,month,affect,countri,particip,employe,famili,respons,war,growth,maintain,star,follow,world,draw,trial,entir",,,
817,"health,fit","famili,even,reflect,worri,street,success,polic,invest,finish,listen,address,decis,game,rememb,quit,kid,ga,dark,crime,home,human,usual,inform,good,understand,spend,senior,ye","part,comput,ye,tell,build","natur,true,answer,import,requir,east,realiz,write,sister,abil","discuss,wrong,throw,happen,mani,militari,close,develop,know,troubl,eat","doctor,site,campaign,camera,imagin","color,week,deep,memori,challeng,stori,edg,quit,ten","turn,room,leg,economi,well","suggest,almost,enjoy,institut,loss,cultur,seriou,pressur,hit,servic,wish,signific,perform,citi,paint,behavior,girl,natur","sort,next,cultur"
818,"health,fit","educ,meet,actual,wide,imag,posit","factor,mean,record,notic,person,indic,qualiti,simpl,bank,energi,societi,physic,red","mayb,rock,call,town,collect,old,paint,fall,knowledg,late,civil,boy,base,walk,custom","increas,drive,continu,custom,ye,hot,control,spring","data,countri,wish,report,former,son,star,key,throw,health","claim,actual,coupl,meet,recent","half,success,western,pm,home,movi,special","read,ga,across,begin","agre,fli,loss,involv,citizen,seat,black,speak"
819,"health,fit","intern,look,surfac,dark,western,though,mention,consum,mission,civil,togeth,stand,safe,fast,whatev,buy,behavior,sister,dark,consum","seven,mother,toward,environment,back,thu,environment,camera,relationship,often","tabl,along,think","decid,area,road,happen,deal,sound,properti,give,concern,rais,entir,speech,attorney,usual,step,member,import,fight,style,recent","enter,social,dream","yet,democrat,much,anyon,seek,relationship,contain,author,art,court,audienc,agenc,entir,letter,organ,maintain","yeah,instead,difficult,requir,win,court,cost,owner,secur,larg,exampl,red,kind",,
820,"machin,learn","know,determin,prevent,analysi,choos,today,two,task,littl,answer,manag,togeth,issu,includ,tree,game,power,star,becom,polit","paper,improv,side,energi,stage,night,begin,bring,bank,futur,other,allow,list,reach,well,treat,part,daughter,draw,page","debat,spring,perhap,democrat,paint,third,life,charg,kid,form,watch,air,support,author,mean,huge,fund",,,,,,
